sku_id,city_id,period_month,qty_issued,issue_events,breakdown_events,is_synthetic
B2B-017FC278,OBRE,2027-10,0,0,0,0
B2B-017FC278,OBRE,2027-11,0,0,0,0
B2B-017FC278,OBRE,2027-12,0,0,0,0
B2B-017FC278,OBRE,2028-01,0,0,0,0
B2B-017FC278,OBRE,2028-02,0,0,0,0
B2B-017FC278,OBRE,2028-03,0,0,0,0
B2B-017FC278,OBRE,2028-04,0,0,0,0
B2B-017FC278,OBRE,2028-05,0,0,0,0
B2B-017FC278,OBRE,2028-06,0,0,0,0
B2B-017FC278,OBRE,2028-07,0,0,0,0
B2B-017FC278,OBRE,2028-08,0,0,0,0
B2B-017FC278,OBRE,2028-09,0,0,0,0
B2B-017FC278,OBRE,2028-10,0,0,0,0
B2B-017FC278,OBRE,2028-11,0,0,0,0
B2B-017FC278,OBRE,2028-12,0,0,0,0
B2B-017FC278,OBRE,2029-01,0,0,0,0
B2B-017FC278,OBRE,2029-02,0,0,0,0
B2B-017FC278,OBRE,2029-03,0,0,0,0
B2B-017FC278,OBRE,2029-04,0,0,0,0
B2B-017FC278,OBRE,2029-05,2,1,0,0
B2B-017FC278,OBRE,2029-06,0,0,0,0
B2B-017FC278,OBRE,2029-07,0,0,0,0
B2B-017FC278,OBRE,2029-08,0,0,0,0
B2B-017FC278,OBRE,2029-09,0,0,0,0
B2B-017FC278,OBRE,2029-10,0,0,0,0
B2B-017FC278,OBRE,2029-11,0,0,0,0
B2B-017FC278,OBRE,2029-12,0,0,0,0
B2B-01DE7624,NAVA,2024-01,9,1,0,0
B2B-01DE7624,NAVA,2024-02,0,0,0,0
B2B-01DE7624,NAVA,2024-03,0,0,0,0
B2B-01DE7624,NAVA,2024-04,23,2,0,0
B2B-01DE7624,NAVA,2024-05,13,2,0,0
B2B-01DE7624,NAVA,2024-06,9,1,0,0
B2B-01DE7624,NAVA,2024-07,22,1,0,0
B2B-01DE7624,NAVA,2024-08,8,1,0,0
B2B-01DE7624,NAVA,2024-09,0,0,0,0
B2B-01DE7624,NAVA,2024-10,0,0,0,0
B2B-01DE7624,NAVA,2024-11,0,0,0,0
B2B-01DE7624,NAVA,2024-12,0,0,0,0
B2B-01DE7624,NAVA,2025-01,6,1,0,0
B2B-01DE7624,NAVA,2025-02,0,0,0,0
B2B-01DE7624,NAVA,2025-03,11,1,0,0
B2B-01DE7624,NAVA,2025-04,7,1,0,0
B2B-01DE7624,NAVA,2025-05,0,0,0,0
B2B-01DE7624,NAVA,2025-06,0,0,0,0
B2B-01DE7624,NAVA,2025-07,0,0,0,0
B2B-01DE7624,NAVA,2025-08,6,1,0,0
B2B-01DE7624,NAVA,2025-09,0,0,0,0
B2B-01DE7624,NAVA,2025-10,0,0,0,0
B2B-01DE7624,NAVA,2025-11,0,0,0,0
B2B-01DE7624,NAVA,2025-12,0,0,0,0
B2B-01DE7624,NAVA,2026-01,0,0,0,0
B2B-01DE7624,NAVA,2026-02,0,0,0,0
B2B-01DE7624,NAVA,2026-03,48,3,0,0
B2B-01DE7624,NAVA,2026-04,0,0,0,0
B2B-01DE7624,NAVA,2026-05,0,0,0,0
B2B-01DE7624,NAVA,2026-06,0,0,0,0
B2B-01DE7624,NAVA,2026-07,4,1,0,0
B2B-01DE7624,NAVA,2026-08,0,0,0,0
B2B-01DE7624,NAVA,2026-09,0,0,0,0
B2B-01DE7624,NAVA,2026-10,0,0,0,0
B2B-01DE7624,NAVA,2026-11,0,0,0,0
B2B-01DE7624,NAVA,2026-12,0,0,0,0
B2B-01DE7624,NAVA,2027-01,10,1,0,0
B2B-01DE7624,NAVA,2027-02,0,0,0,0
B2B-01DE7624,NAVA,2027-03,0,0,0,0
B2B-01DE7624,NAVA,2027-04,0,0,0,0
B2B-01DE7624,NAVA,2027-05,4,1,0,0
B2B-01DE7624,NAVA,2027-06,0,0,0,0
B2B-01DE7624,NAVA,2027-07,13,1,0,0
B2B-01DE7624,NAVA,2027-08,0,0,0,0
B2B-01DE7624,NAVA,2027-09,0,0,0,0
B2B-01DE7624,NAVA,2027-10,0,0,0,0
B2B-01DE7624,NAVA,2027-11,2,1,0,0
B2B-01DE7624,NAVA,2027-12,0,0,0,0
B2B-01DE7624,NAVA,2028-01,13,1,0,0
B2B-01DE7624,NAVA,2028-02,0,0,0,0
B2B-01DE7624,NAVA,2028-03,0,0,0,0
B2B-01DE7624,NAVA,2028-04,0,0,0,0
B2B-01DE7624,NAVA,2028-05,0,0,0,0
B2B-01DE7624,NAVA,2028-06,0,0,0,0
B2B-01DE7624,NAVA,2028-07,0,0,0,0
B2B-01DE7624,NAVA,2028-08,0,0,0,0
B2B-01DE7624,NAVA,2028-09,0,0,0,0
B2B-01DE7624,NAVA,2028-10,0,0,0,0
B2B-01DE7624,NAVA,2028-11,6,1,0,0
B2B-01DE7624,NAVA,2028-12,0,0,0,0
B2B-01DE7624,NAVA,2029-01,0,0,0,0
B2B-01DE7624,NAVA,2029-02,0,0,0,0
B2B-01DE7624,NAVA,2029-03,0,0,0,0
B2B-01DE7624,NAVA,2029-04,0,0,0,0
B2B-01DE7624,NAVA,2029-05,0,0,0,0
B2B-01DE7624,NAVA,2029-06,16,1,0,0
B2B-01DE7624,NAVA,2029-07,0,0,0,0
B2B-01DE7624,NAVA,2029-08,14,1,0,0
B2B-01DE7624,NAVA,2029-09,0,0,0,0
B2B-01DE7624,NAVA,2029-10,0,0,0,0
B2B-01DE7624,NAVA,2029-11,0,0,0,0
B2B-01DE7624,NAVA,2029-12,0,0,0,0
B2B-0204FB90,NAVA,2024-01,16,1,0,0
B2B-0204FB90,NAVA,2024-02,0,0,0,0
B2B-0204FB90,NAVA,2024-03,7,1,0,0
B2B-0204FB90,NAVA,2024-04,22,2,0,0
B2B-0204FB90,NAVA,2024-05,78,3,0,0
B2B-0204FB90,NAVA,2024-06,0,0,0,0
B2B-0204FB90,NAVA,2024-07,0,0,0,0
B2B-0204FB90,NAVA,2024-08,67,3,0,0
B2B-0204FB90,NAVA,2024-09,0,0,0,0
B2B-0204FB90,NAVA,2024-10,0,0,0,0
B2B-0204FB90,NAVA,2024-11,14,1,0,0
B2B-0204FB90,NAVA,2024-12,0,0,0,0
B2B-0204FB90,NAVA,2025-01,29,2,0,0
B2B-0204FB90,NAVA,2025-02,0,0,0,0
B2B-0204FB90,NAVA,2025-03,15,1,0,0
B2B-0204FB90,NAVA,2025-04,55,4,0,0
B2B-0204FB90,NAVA,2025-05,31,1,0,0
B2B-0204FB90,NAVA,2025-06,0,0,0,0
B2B-0204FB90,NAVA,2025-07,0,0,0,0
B2B-0204FB90,NAVA,2025-08,0,0,0,0
B2B-0204FB90,NAVA,2025-09,20,1,0,0
B2B-0204FB90,NAVA,2025-10,7,1,0,0
B2B-0204FB90,NAVA,2025-11,7,1,0,0
B2B-0204FB90,NAVA,2025-12,4,1,0,0
B2B-0204FB90,NAVA,2026-01,4,1,0,0
B2B-0204FB90,NAVA,2026-02,0,0,0,0
B2B-0204FB90,NAVA,2026-03,9,2,0,0
B2B-0204FB90,NAVA,2026-04,7,1,0,0
B2B-0204FB90,NAVA,2026-05,0,0,0,0
B2B-0204FB90,NAVA,2026-06,19,1,0,0
B2B-0204FB90,NAVA,2026-07,0,0,0,0
B2B-0204FB90,NAVA,2026-08,0,0,0,0
B2B-0204FB90,NAVA,2026-09,0,0,0,0
B2B-0204FB90,NAVA,2026-10,0,0,0,0
B2B-0204FB90,NAVA,2026-11,0,0,0,0
B2B-0204FB90,NAVA,2026-12,29,1,0,0
B2B-0204FB90,NAVA,2027-01,0,0,0,0
B2B-0204FB90,NAVA,2027-02,18,2,0,0
B2B-0204FB90,NAVA,2027-03,2,1,0,0
B2B-0204FB90,NAVA,2027-04,9,1,0,0
B2B-0204FB90,NAVA,2027-05,0,0,0,0
B2B-0204FB90,NAVA,2027-06,6,1,0,0
B2B-0204FB90,NAVA,2027-07,13,2,0,0
B2B-0204FB90,NAVA,2027-08,9,1,0,0
B2B-0204FB90,NAVA,2027-09,13,1,0,0
B2B-0204FB90,NAVA,2027-10,0,0,0,0
B2B-0204FB90,NAVA,2027-11,0,0,0,0
B2B-0204FB90,NAVA,2027-12,11,1,0,0
B2B-0204FB90,NAVA,2028-01,4,1,0,0
B2B-0204FB90,NAVA,2028-02,0,0,0,0
B2B-0204FB90,NAVA,2028-03,0,0,0,0
B2B-0204FB90,NAVA,2028-04,0,0,0,0
B2B-0204FB90,NAVA,2028-05,0,0,0,0
B2B-0204FB90,NAVA,2028-06,32,1,0,0
B2B-0204FB90,NAVA,2028-07,0,0,0,0
B2B-0204FB90,NAVA,2028-08,0,0,0,0
B2B-0204FB90,NAVA,2028-09,0,0,0,0
B2B-0204FB90,NAVA,2028-10,0,0,0,0
B2B-0204FB90,NAVA,2028-11,0,0,0,0
B2B-0204FB90,NAVA,2028-12,0,0,0,0
B2B-0204FB90,NAVA,2029-01,0,0,0,0
B2B-0204FB90,NAVA,2029-02,0,0,0,0
B2B-0204FB90,NAVA,2029-03,0,0,0,0
B2B-0204FB90,NAVA,2029-04,5,1,0,0
B2B-0204FB90,NAVA,2029-05,0,0,0,0
B2B-0204FB90,NAVA,2029-06,0,0,0,0
B2B-0204FB90,NAVA,2029-07,0,0,0,0
B2B-0204FB90,NAVA,2029-08,0,0,0,0
B2B-0204FB90,NAVA,2029-09,0,0,0,0
B2B-0204FB90,NAVA,2029-10,0,0,0,0
B2B-0204FB90,NAVA,2029-11,0,0,0,0
B2B-0204FB90,NAVA,2029-12,0,0,0,0
B2B-0204FB90,OBRE,2024-01,0,0,0,0
B2B-0204FB90,OBRE,2024-02,0,0,0,0
B2B-0204FB90,OBRE,2024-03,0,0,0,0
B2B-0204FB90,OBRE,2024-04,0,0,0,0
B2B-0204FB90,OBRE,2024-05,0,0,0,0
B2B-0204FB90,OBRE,2024-06,0,0,0,0
B2B-0204FB90,OBRE,2024-07,0,0,0,0
B2B-0204FB90,OBRE,2024-08,0,0,0,0
B2B-0204FB90,OBRE,2024-09,0,0,0,0
B2B-0204FB90,OBRE,2024-10,1,1,0,0
B2B-0204FB90,OBRE,2024-11,0,0,0,0
B2B-0204FB90,OBRE,2024-12,0,0,0,0
B2B-0204FB90,OBRE,2025-01,0,0,0,0
B2B-0204FB90,OBRE,2025-02,0,0,0,0
B2B-0204FB90,OBRE,2025-03,0,0,0,0
B2B-0204FB90,OBRE,2025-04,0,0,0,0
B2B-0204FB90,OBRE,2025-05,0,0,0,0
B2B-0204FB90,OBRE,2025-06,0,0,0,0
B2B-0204FB90,OBRE,2025-07,0,0,0,0
B2B-0204FB90,OBRE,2025-08,0,0,0,0
B2B-0204FB90,OBRE,2025-09,0,0,0,0
B2B-0204FB90,OBRE,2025-10,0,0,0,0
B2B-0204FB90,OBRE,2025-11,0,0,0,0
B2B-0204FB90,OBRE,2025-12,0,0,0,0
B2B-0204FB90,OBRE,2026-01,6,1,0,0
B2B-0204FB90,OBRE,2026-02,44,1,0,0
B2B-0204FB90,OBRE,2026-03,0,0,0,0
B2B-0204FB90,OBRE,2026-04,0,0,0,0
B2B-0204FB90,OBRE,2026-05,0,0,0,0
B2B-0204FB90,OBRE,2026-06,0,0,0,0
B2B-0204FB90,OBRE,2026-07,0,0,0,0
B2B-0204FB90,OBRE,2026-08,0,0,0,0
B2B-0204FB90,OBRE,2026-09,0,0,0,0
B2B-0204FB90,OBRE,2026-10,0,0,0,0
B2B-0204FB90,OBRE,2026-11,0,0,0,0
B2B-0204FB90,OBRE,2026-12,0,0,0,0
B2B-0204FB90,OBRE,2027-01,0,0,0,0
B2B-0204FB90,OBRE,2027-02,33,2,0,0
B2B-0204FB90,OBRE,2027-03,0,0,0,0
B2B-0204FB90,OBRE,2027-04,0,0,0,0
B2B-0204FB90,OBRE,2027-05,0,0,0,0
B2B-0204FB90,OBRE,2027-06,0,0,0,0
B2B-0204FB90,OBRE,2027-07,0,0,0,0
B2B-0204FB90,OBRE,2027-08,0,0,0,0
B2B-0204FB90,OBRE,2027-09,0,0,0,0
B2B-0204FB90,OBRE,2027-10,0,0,0,0
B2B-0204FB90,OBRE,2027-11,0,0,0,0
B2B-0204FB90,OBRE,2027-12,0,0,0,0
B2B-0204FB90,OBRE,2028-01,0,0,0,0
B2B-0204FB90,OBRE,2028-02,0,0,0,0
B2B-0204FB90,OBRE,2028-03,0,0,0,0
B2B-0204FB90,OBRE,2028-04,0,0,0,0
B2B-0204FB90,OBRE,2028-05,0,0,0,0
B2B-0204FB90,OBRE,2028-06,0,0,0,0
B2B-0204FB90,OBRE,2028-07,0,0,0,0
B2B-0204FB90,OBRE,2028-08,0,0,0,0
B2B-0204FB90,OBRE,2028-09,0,0,0,0
B2B-0204FB90,OBRE,2028-10,76,4,0,0
B2B-0204FB90,OBRE,2028-11,0,0,0,0
B2B-0204FB90,OBRE,2028-12,0,0,0,0
B2B-0204FB90,OBRE,2029-01,0,0,0,0
B2B-0204FB90,OBRE,2029-02,0,0,0,0
B2B-0204FB90,OBRE,2029-03,0,0,0,0
B2B-0204FB90,OBRE,2029-04,0,0,0,0
B2B-0204FB90,OBRE,2029-05,0,0,0,0
B2B-0204FB90,OBRE,2029-06,0,0,0,0
B2B-0204FB90,OBRE,2029-07,0,0,0,0
B2B-0204FB90,OBRE,2029-08,0,0,0,0
B2B-0204FB90,OBRE,2029-09,0,0,0,0
B2B-0204FB90,OBRE,2029-10,0,0,0,0
B2B-0204FB90,OBRE,2029-11,31,2,0,0
B2B-0204FB90,OBRE,2029-12,0,0,0,0
B2B-023801DD,NAVA,2024-01,0,0,0,0
B2B-023801DD,NAVA,2024-02,0,0,0,0
B2B-023801DD,NAVA,2024-03,0,0,0,0
B2B-023801DD,NAVA,2024-04,0,0,0,0
B2B-023801DD,NAVA,2024-05,0,0,0,0
B2B-023801DD,NAVA,2024-06,0,0,0,0
B2B-023801DD,NAVA,2024-07,0,0,0,0
B2B-023801DD,NAVA,2024-08,0,0,0,0
B2B-023801DD,NAVA,2024-09,0,0,0,0
B2B-023801DD,NAVA,2024-10,0,0,0,0
B2B-023801DD,NAVA,2024-11,0,0,0,0
B2B-023801DD,NAVA,2024-12,0,0,0,0
B2B-023801DD,NAVA,2025-01,0,0,0,0
B2B-023801DD,NAVA,2025-02,0,0,0,0
B2B-023801DD,NAVA,2025-03,0,0,0,0
B2B-023801DD,NAVA,2025-04,0,0,0,0
B2B-023801DD,NAVA,2025-05,0,0,0,0
B2B-023801DD,NAVA,2025-06,0,0,0,0
B2B-023801DD,NAVA,2025-07,0,0,0,0
B2B-023801DD,NAVA,2025-08,0,0,0,0
B2B-023801DD,NAVA,2025-09,0,0,0,0
B2B-023801DD,NAVA,2025-10,12,1,0,0
B2B-023801DD,NAVA,2025-11,0,0,0,0
B2B-023801DD,NAVA,2025-12,0,0,0,0
B2B-023801DD,NAVA,2026-01,0,0,0,0
B2B-023801DD,NAVA,2026-02,0,0,0,0
B2B-023801DD,NAVA,2026-03,0,0,0,0
B2B-023801DD,NAVA,2026-04,6,1,0,0
B2B-023801DD,NAVA,2026-05,0,0,0,0
B2B-023801DD,NAVA,2026-06,0,0,0,0
B2B-023801DD,NAVA,2026-07,0,0,0,0
B2B-023801DD,NAVA,2026-08,0,0,0,0
B2B-023801DD,NAVA,2026-09,0,0,0,0
B2B-023801DD,NAVA,2026-10,0,0,0,0
B2B-023801DD,NAVA,2026-11,0,0,0,0
B2B-023801DD,NAVA,2026-12,0,0,0,0
B2B-023801DD,NAVA,2027-01,0,0,0,0
B2B-023801DD,NAVA,2027-02,0,0,0,0
B2B-023801DD,NAVA,2027-03,0,0,0,0
B2B-023801DD,NAVA,2027-04,0,0,0,0
B2B-023801DD,NAVA,2027-05,0,0,0,0
B2B-023801DD,NAVA,2027-06,0,0,0,0
B2B-023801DD,NAVA,2027-07,0,0,0,0
B2B-023801DD,NAVA,2027-08,0,0,0,0
B2B-023801DD,NAVA,2027-09,0,0,0,0
B2B-023801DD,NAVA,2027-10,0,0,0,0
B2B-023801DD,NAVA,2027-11,0,0,0,0
B2B-023801DD,NAVA,2027-12,0,0,0,0
B2B-023801DD,NAVA,2028-01,5,1,0,0
B2B-023801DD,NAVA,2028-02,0,0,0,0
B2B-023801DD,NAVA,2028-03,0,0,0,0
B2B-023801DD,NAVA,2028-04,0,0,0,0
B2B-023801DD,NAVA,2028-05,0,0,0,0
B2B-023801DD,NAVA,2028-06,0,0,0,0
B2B-023801DD,NAVA,2028-07,0,0,0,0
B2B-023801DD,NAVA,2028-08,0,0,0,0
B2B-023801DD,NAVA,2028-09,5,1,0,0
B2B-023801DD,NAVA,2028-10,2,1,0,0
B2B-023801DD,NAVA,2028-11,0,0,0,0
B2B-023801DD,NAVA,2028-12,0,0,0,0
B2B-023801DD,NAVA,2029-01,0,0,0,0
B2B-023801DD,NAVA,2029-02,0,0,0,0
B2B-023801DD,NAVA,2029-03,0,0,0,0
B2B-023801DD,NAVA,2029-04,0,0,0,0
B2B-023801DD,NAVA,2029-05,0,0,0,0
B2B-023801DD,NAVA,2029-06,0,0,0,0
B2B-023801DD,NAVA,2029-07,0,0,0,0
B2B-023801DD,NAVA,2029-08,0,0,0,0
B2B-023801DD,NAVA,2029-09,0,0,0,0
B2B-023801DD,NAVA,2029-10,0,0,0,0
B2B-023801DD,NAVA,2029-11,0,0,0,0
B2B-023801DD,NAVA,2029-12,0,0,0,0
B2B-023801DD,OBRE,2024-01,0,0,0,0
B2B-023801DD,OBRE,2024-02,0,0,0,0
B2B-023801DD,OBRE,2024-03,0,0,0,0
B2B-023801DD,OBRE,2024-04,3,1,0,0
B2B-023801DD,OBRE,2024-05,0,0,0,0
B2B-023801DD,OBRE,2024-06,0,0,0,0
B2B-023801DD,OBRE,2024-07,0,0,0,0
B2B-023801DD,OBRE,2024-08,0,0,0,0
B2B-023801DD,OBRE,2024-09,0,0,0,0
B2B-023801DD,OBRE,2024-10,0,0,0,0
B2B-023801DD,OBRE,2024-11,0,0,0,0
B2B-023801DD,OBRE,2024-12,0,0,0,0
B2B-023801DD,OBRE,2025-01,11,1,0,0
B2B-023801DD,OBRE,2025-02,0,0,0,0
B2B-023801DD,OBRE,2025-03,0,0,0,0
B2B-023801DD,OBRE,2025-04,0,0,0,0
B2B-023801DD,OBRE,2025-05,0,0,0,0
B2B-023801DD,OBRE,2025-06,0,0,0,0
B2B-023801DD,OBRE,2025-07,0,0,0,0
B2B-023801DD,OBRE,2025-08,0,0,0,0
B2B-023801DD,OBRE,2025-09,0,0,0,0
B2B-023801DD,OBRE,2025-10,0,0,0,0
B2B-023801DD,OBRE,2025-11,6,1,0,0
B2B-023801DD,OBRE,2025-12,0,0,0,0
B2B-023801DD,OBRE,2026-01,0,0,0,0
B2B-023801DD,OBRE,2026-02,0,0,0,0
B2B-023801DD,OBRE,2026-03,0,0,0,0
B2B-023801DD,OBRE,2026-04,0,0,0,0
B2B-023801DD,OBRE,2026-05,8,2,0,0
B2B-023801DD,OBRE,2026-06,0,0,0,0
B2B-023801DD,OBRE,2026-07,0,0,0,0
B2B-023801DD,OBRE,2026-08,0,0,0,0
B2B-023801DD,OBRE,2026-09,0,0,0,0
B2B-023801DD,OBRE,2026-10,0,0,0,0
B2B-023801DD,OBRE,2026-11,0,0,0,0
B2B-023801DD,OBRE,2026-12,3,1,0,0
B2B-023801DD,OBRE,2027-01,0,0,0,0
B2B-023801DD,OBRE,2027-02,0,0,0,0
B2B-023801DD,OBRE,2027-03,0,0,0,0
B2B-023801DD,OBRE,2027-04,0,0,0,0
B2B-023801DD,OBRE,2027-05,0,0,0,0
B2B-023801DD,OBRE,2027-06,0,0,0,0
B2B-023801DD,OBRE,2027-07,0,0,0,0
B2B-023801DD,OBRE,2027-08,0,0,0,0
B2B-023801DD,OBRE,2027-09,0,0,0,0
B2B-023801DD,OBRE,2027-10,0,0,0,0
B2B-023801DD,OBRE,2027-11,0,0,0,0
B2B-023801DD,OBRE,2027-12,0,0,0,0
B2B-023801DD,OBRE,2028-01,0,0,0,0
B2B-023801DD,OBRE,2028-02,0,0,0,0
B2B-023801DD,OBRE,2028-03,0,0,0,0
B2B-023801DD,OBRE,2028-04,0,0,0,0
B2B-023801DD,OBRE,2028-05,0,0,0,0
B2B-023801DD,OBRE,2028-06,0,0,0,0
B2B-023801DD,OBRE,2028-07,0,0,0,0
B2B-023801DD,OBRE,2028-08,0,0,0,0
B2B-023801DD,OBRE,2028-09,0,0,0,0
B2B-023801DD,OBRE,2028-10,0,0,0,0
B2B-023801DD,OBRE,2028-11,0,0,0,0
B2B-023801DD,OBRE,2028-12,0,0,0,0
B2B-023801DD,OBRE,2029-01,0,0,0,0
B2B-023801DD,OBRE,2029-02,0,0,0,0
B2B-023801DD,OBRE,2029-03,0,0,0,0
B2B-023801DD,OBRE,2029-04,0,0,0,0
B2B-023801DD,OBRE,2029-05,0,0,0,0
B2B-023801DD,OBRE,2029-06,0,0,0,0
B2B-023801DD,OBRE,2029-07,0,0,0,0
B2B-023801DD,OBRE,2029-08,0,0,0,0
B2B-023801DD,OBRE,2029-09,0,0,0,0
B2B-023801DD,OBRE,2029-10,0,0,0,0
B2B-023801DD,OBRE,2029-11,0,0,0,0
B2B-023801DD,OBRE,2029-12,0,0,0,0
B2B-02702E82,OBRE,2024-01,6,1,0,0
B2B-02702E82,OBRE,2024-02,0,0,0,0
B2B-02702E82,OBRE,2024-03,0,0,0,0
B2B-02702E82,OBRE,2024-04,0,0,0,0
B2B-02702E82,OBRE,2024-05,29,1,0,0
B2B-02702E82,OBRE,2024-06,0,0,0,0
B2B-02702E82,OBRE,2024-07,6,1,0,0
B2B-02702E82,OBRE,2024-08,0,0,0,0
B2B-02702E82,OBRE,2024-09,0,0,0,0
B2B-02702E82,OBRE,2024-10,0,0,0,0
B2B-02702E82,OBRE,2024-11,0,0,0,0
B2B-02702E82,OBRE,2024-12,0,0,0,0
B2B-02702E82,OBRE,2025-01,0,0,0,0
B2B-02702E82,OBRE,2025-02,0,0,0,0
B2B-02702E82,OBRE,2025-03,0,0,0,0
B2B-02702E82,OBRE,2025-04,0,0,0,0
B2B-02702E82,OBRE,2025-05,0,0,0,0
B2B-02702E82,OBRE,2025-06,0,0,0,0
B2B-02702E82,OBRE,2025-07,5,1,0,0
B2B-02702E82,OBRE,2025-08,0,0,0,0
B2B-02702E82,OBRE,2025-09,0,0,0,0
B2B-02702E82,OBRE,2025-10,0,0,0,0
B2B-02702E82,OBRE,2025-11,0,0,0,0
B2B-02702E82,OBRE,2025-12,0,0,0,0
B2B-02702E82,OBRE,2026-01,0,0,0,0
B2B-02702E82,OBRE,2026-02,0,0,0,0
B2B-02702E82,OBRE,2026-03,0,0,0,0
B2B-02702E82,OBRE,2026-04,0,0,0,0
B2B-02702E82,OBRE,2026-05,0,0,0,0
B2B-02702E82,OBRE,2026-06,0,0,0,0
B2B-02702E82,OBRE,2026-07,0,0,0,0
B2B-02702E82,OBRE,2026-08,0,0,0,0
B2B-02702E82,OBRE,2026-09,0,0,0,0
B2B-02702E82,OBRE,2026-10,0,0,0,0
B2B-02702E82,OBRE,2026-11,0,0,0,0
B2B-02702E82,OBRE,2026-12,6,1,0,0
B2B-02702E82,OBRE,2027-01,0,0,0,0
B2B-02702E82,OBRE,2027-02,0,0,0,0
B2B-02702E82,OBRE,2027-03,0,0,0,0
B2B-02702E82,OBRE,2027-04,0,0,0,0
B2B-02702E82,OBRE,2027-05,0,0,0,0
B2B-02702E82,OBRE,2027-06,0,0,0,0
B2B-02702E82,OBRE,2027-07,0,0,0,0
B2B-02702E82,OBRE,2027-08,0,0,0,0
B2B-02702E82,OBRE,2027-09,0,0,0,0
B2B-02702E82,OBRE,2027-10,0,0,0,0
B2B-02702E82,OBRE,2027-11,0,0,0,0
B2B-02702E82,OBRE,2027-12,0,0,0,0
B2B-02702E82,OBRE,2028-01,0,0,0,0
B2B-02702E82,OBRE,2028-02,0,0,0,0
B2B-02702E82,OBRE,2028-03,0,0,0,0
B2B-02702E82,OBRE,2028-04,5,1,0,0
B2B-02702E82,OBRE,2028-05,0,0,0,0
B2B-02702E82,OBRE,2028-06,0,0,0,0
B2B-02702E82,OBRE,2028-07,0,0,0,0
B2B-02702E82,OBRE,2028-08,0,0,0,0
B2B-02702E82,OBRE,2028-09,0,0,0,0
B2B-02702E82,OBRE,2028-10,0,0,0,0
B2B-02702E82,OBRE,2028-11,0,0,0,0
B2B-02702E82,OBRE,2028-12,0,0,0,0
B2B-02702E82,OBRE,2029-01,0,0,0,0
B2B-02702E82,OBRE,2029-02,0,0,0,0
B2B-02702E82,OBRE,2029-03,0,0,0,0
B2B-02702E82,OBRE,2029-04,0,0,0,0
B2B-02702E82,OBRE,2029-05,0,0,0,0
B2B-02702E82,OBRE,2029-06,0,0,0,0
B2B-02702E82,OBRE,2029-07,3,1,0,0
B2B-02702E82,OBRE,2029-08,0,0,0,0
B2B-02702E82,OBRE,2029-09,0,0,0,0
B2B-02702E82,OBRE,2029-10,19,1,0,0
B2B-02702E82,OBRE,2029-11,0,0,0,0
B2B-02702E82,OBRE,2029-12,0,0,0,0
B2B-02A3F8C0,OBRE,2024-01,0,0,0,0
B2B-02A3F8C0,OBRE,2024-02,0,0,0,0
B2B-02A3F8C0,OBRE,2024-03,0,0,0,0
